preset,seed,solid_probability,baseline_rho_min,raised_rho_min,raised_rho_mins,recommended_rho_min,attempted_rho_mins,n_floor_attempts,penal,probe_iters,restart,maxiter,tol,solid_count,solid_fraction,n_components,largest_component,largest_fraction_of_solid,support_to_load_patch_components,probe_r50,probe_r100,probe_r100_over_r50,probe_setup_time_s,probe_solve_time_s,probe_gpu_used_mb_after_solve,probe_cupy_pool_used_mb_after_solve,trigger,predicted_raise_floor,solve_converged,solver_reported_converged,solve_iters,solve_final_rel_residual,selected_setup_time_s,selected_solve_time_s,selected_gpu_used_mb_after_solve,selected_cupy_pool_used_mb_after_solve,selected_cupy_pool_total_mb_after_solve,failed_ladder_setup_time_s,failed_ladder_solve_time_s,recorded_policy_time_s
bridge_gpu_medium,23,0.1,1e-12,0.001,1e-10;1e-08;1e-06;1e-05;1e-04;1e-03;1e-02,0.01,1e-10;1e-08;1e-06;1e-05;1e-04;1e-03;1e-02,7,4.5,100,300,300,1e-06,4002,0.09881481481481481,2851,12,0.0029985007496251873,0,0.6243625314236502,0.5265049475151269,0.8432680069936423,0.3051116999995429,18.079313700000057,2671.24736,597.700096,high_r50,1,1,1,178,5.407911569625462e-07,0.019185400000424124,23.85031549999985,3241.672704,598.024192,1524.199936,0.14212659999611787,342.56432950000453,384.9603824000005
bridge_gpu_medium,23,0.2,1e-12,0.001,1e-10;1e-08;1e-06;1e-05;1e-04;1e-03;1e-02,0.01,1e-10;1e-08;1e-06;1e-05;1e-04;1e-03;1e-02,7,4.5,100,300,300,1e-06,8223,0.20303703703703704,3502,53,0.006445336251976164,0,0.3547472125040963,0.35445782611605053,0.9991842461960362,0.03852040000492707,18.599821199997677,3241.672704,598.024192,high_r50,1,1,1,165,7.779754787727919e-07,0.016247999999905005,22.298989800001436,3241.672704,598.024192,1524.199936,0.12732920000416925,340.31185710000136,381.3927657000095
bridge_gpu_medium,23,0.35,1e-12,0.001,1e-10;1e-08;1e-06;1e-05;1e-04;1e-03;1e-02,1e-06,1e-10;1e-08;1e-06,3,4.5,100,300,300,1e-06,14373,0.35488888888888886,1720,7345,0.5110276212342587,0,0.1085568628939378,0.0901911847645166,0.8308197414716669,0.01791349999984959,18.578820499998983,3241.672704,598.024192,high_r50,1,1,1,279,8.646274974763825e-07,0.01859400000103051,59.2185341000004,3241.672704,598.024192,1524.199936,0.03609819999837782,118.23927439999534,196.10923469999398
bridge_gpu_medium,41,0.1,1e-12,0.001,1e-10;1e-08;1e-06;1e-05;1e-04;1e-03;1e-02,0.01,1e-10;1e-08;1e-06;1e-05;1e-04;1e-03;1e-02,7,4.5,100,300,300,1e-06,4043,0.09982716049382716,2893,11,0.002720751916893396,0,0.6233377848202032,0.556664145286065,0.8930377057868076,0.018222599996079225,19.626621199997317,3241.672704,598.024192,high_r50,1,1,1,178,5.535079347840341e-07,0.04026770000200486,25.73067969999829,3241.672704,598.024192,1524.199936,0.10988239999278449,341.69033520000085,387.2160087999873
bridge_gpu_medium,41,0.2,1e-12,0.001,1e-10;1e-08;1e-06;1e-05;1e-04;1e-03;1e-02,0.01,1e-10;1e-08;1e-06;1e-05;1e-04;1e-03;1e-02,7,4.5,100,300,300,1e-06,8054,0.1988641975308642,3613,54,0.006704742984852247,0,0.371604597030441,0.36621710890757203,0.9855020950603911,0.018836100003682077,21.231203199997253,3241.672704,598.024192,high_r50,1,1,1,162,7.652958767412974e-07,0.03873539999767672,24.617206599999918,3241.672704,598.024192,1524.199936,0.12994959999195999,338.98675450000883,385.0226853999993
bridge_gpu_medium,41,0.35,1e-12,0.001,1e-10;1e-08;1e-06;1e-05;1e-04;1e-03;1e-02,0.001,1e-10;1e-08;1e-06;1e-05;1e-04;1e-03,6,4.5,100,300,300,1e-06,14110,0.3483950617283951,1924,5582,0.39560595322466335,0,0.18309454807972195,0.18290684646764516,0.9989748377871139,0.01861300000018673,20.033169199996337,3241.672704,598.024192,high_r50,1,1,1,165,5.374018805919863e-07,0.01662909999868134,28.904009199999564,3241.672704,598.024192,1524.199936,0.08709009999438422,287.0396467000028,336.09915729999193
