preset,density_path,density_name,n_elem,density_min,density_max,density_mean,density_grayness,baseline_rho_min,raised_rho_mins,recommended_rho_min,attempted_rho_mins,n_floor_attempts,penal,probe_iters,restart,maxiter,tol,solid_count,solid_fraction,n_components,largest_component,largest_fraction_of_solid,probe_r50,probe_r100,probe_r100_over_r50,probe_setup_time_s,probe_solve_time_s,probe_gpu_used_mb_after_solve,probe_cupy_pool_used_mb_after_solve,trigger,predicted_raise_floor,solve_converged,solver_reported_converged,solve_iters,solve_final_rel_residual,selected_setup_time_s,selected_solve_time_s,selected_gpu_used_mb_after_solve,selected_cupy_pool_used_mb_after_solve,selected_cupy_pool_total_mb_after_solve,failed_ladder_setup_time_s,failed_ladder_solve_time_s,recorded_policy_time_s
bracket_gpu_500k,experiments\paper2\runs\Brk500_MF\rho_best.npy,Brk500_MF,512000,1.6370238498098347e-13,1.0,0.2999828179564874,1.5845845651073162e-06,1e-12,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,153591,0.299982421875,1,153591,1.0,7.662385328903492e-07,7.662385328903492e-07,1.0,0.6349409000031301,19.76258499999676,14690.025472,8093.323264,keep,0,1,1,35,7.662385326940602e-07,0.1837798999986262,18.597933299999568,17028.349952,8093.323264,15325.705216,0.0,0.0,39.179239099998085
bracket_gpu_500k,experiments\paper2\runs\Brk500_MF\rho_final.npy,Brk500_MF,512000,1.6370238498098347e-13,1.0,0.2999828179564874,1.5845845651073162e-06,1e-12,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,153591,0.299982421875,1,153591,1.0,7.662385330516297e-07,7.662385330516297e-07,1.0,0.14045890000124928,18.71768349999911,17028.349952,8093.323264,keep,0,1,1,35,7.662385327101889e-07,0.14107440000225324,19.059161799996218,17028.349952,8093.323264,15325.705216,0.0,0.0,38.05837859999883
