preset,density_path,density_name,n_elem,density_min,density_max,density_mean,density_grayness,baseline_rho_min,raised_rho_mins,recommended_rho_min,attempted_rho_mins,n_floor_attempts,penal,probe_iters,restart,maxiter,tol,solid_count,solid_fraction,n_components,largest_component,largest_fraction_of_solid,probe_r50,probe_r100,probe_r100_over_r50,probe_setup_time_s,probe_solve_time_s,probe_gpu_used_mb_after_solve,probe_cupy_pool_used_mb_after_solve,trigger,predicted_raise_floor,solve_converged,solver_reported_converged,solve_iters,solve_final_rel_residual,selected_setup_time_s,selected_solve_time_s,selected_gpu_used_mb_after_solve,selected_cupy_pool_used_mb_after_solve,selected_cupy_pool_total_mb_after_solve,failed_ladder_setup_time_s,failed_ladder_solve_time_s,recorded_policy_time_s
cantilever_gpu_large,experiments\paper2\runs\C216_MF\rho_best.npy,C216_MF,216000,2.69745337178058e-12,1.0,0.29999929652004914,9.271530706871852e-06,1e-12,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,64800,0.3,1,64800,1.0,4.31236825399763e-07,4.31236825399763e-07,1.0,0.4098902000041562,8.306486000001314,7161.249792,3368.68608,keep,0,1,1,27,4.312373762954437e-07,0.06860389999928884,8.252459499999532,8144.81408,3368.68608,6447.869952,0.0,0.0,17.03743960000429
cantilever_gpu_large,experiments\paper2\runs\C216_MF\rho_final.npy,C216_MF,216000,2.69745337178058e-12,1.0,0.29999929652004914,9.271530706871852e-06,1e-12,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,64800,0.3,1,64800,1.0,4.3123710373812136e-07,4.3123710373812136e-07,1.0,0.06577619999734452,7.079617600000347,9128.378368,3368.68608,keep,0,1,1,27,4.3123665861237707e-07,0.048686100002669264,7.088003800003207,9128.378368,3368.68608,7430.756352,0.0,0.0,14.282083700003568
