case_id,preset,seed,solid_probability,rho_min,reference_rho_min,penal,n_elem,solid_count,solid_fraction,sensitivity_convention,setup_time_s,solve_time_s,solve_converged,solver_reported_converged,solve_iters,solve_final_rel_residual,compliance,reference_compliance,rel_compliance_change,rel_dc_l2_all,rel_dc_l2_solid,rel_dc_l2_void,rel_dc_linf_all,rel_dc_linf_solid,pearson_dc_solid,history_len,source_dir
cantilever_gpu_medium_s59_q0.35,cantilever_gpu_medium,59,0.35,1e-12,1e-12,4.5,64000,22357,0.349328125,floor_substituted_density_derivative,16.0364744,6.0581406000000015,1,1,31,1.2522084183927498e-07,12.621340456874842,12.621340456874842,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,32,cantilever_s59
cantilever_gpu_medium_s59_q0.35,cantilever_gpu_medium,59,0.35,0.001,1e-12,4.5,64000,22357,0.349328125,floor_substituted_density_derivative,0.0275345999999991,5.0826724,1,1,32,4.6635210091433393e-07,12.159132434000425,12.621340456874842,-0.0366211516481716,0.0818914768481001,0.0818914768481001,2.0035636282940064e+25,0.0574969674671297,0.0574969674671297,0.99919332988185,33,cantilever_s59
cantilever_gpu_medium_s59_q0.35,cantilever_gpu_medium,59,0.35,0.01,1e-12,4.5,64000,22357,0.349328125,floor_substituted_density_derivative,0.0210538999999982,4.142802199999998,1,1,32,3.849204760610122e-07,9.760008743211868,12.621340456874842,-0.2267058497819387,0.3564451556764584,0.3564451556749436,2.09884502085158e+28,0.2696502310157873,0.2696502310157873,0.9783547690885792,33,cantilever_s59
cantilever_gpu_medium_s61_q0.18,cantilever_gpu_medium,61,0.18,1e-12,1e-12,4.5,64000,11461,0.179078125,floor_substituted_density_derivative,15.9947086,47.3839297,1,1,257,9.685264083847768e-07,574.7149732023946,574.7149732023946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,258,cantilever_s61
cantilever_gpu_medium_s61_q0.18,cantilever_gpu_medium,61,0.18,0.001,1e-12,4.5,64000,11461,0.179078125,floor_substituted_density_derivative,0.0342588000000034,13.474633100000004,1,1,88,8.611375357909866e-07,134.2593908838015,574.7149732023946,-0.766389606772051,0.941550084024618,0.9415500840246184,3.779332002691747e+25,0.9391951942702476,0.9391951942702476,0.5092182171050251,89,cantilever_s61
cantilever_gpu_medium_s61_q0.18,cantilever_gpu_medium,61,0.18,0.01,1e-12,4.5,64000,11461,0.179078125,floor_substituted_density_derivative,0.0203106000000019,5.920276600000008,1,1,48,3.3662074609056255e-07,37.56679999474568,574.7149732023946,-0.934634032961734,0.9829453187525516,0.9829453187525232,9.731233958616996e+27,0.9776001013708644,0.9776001013708644,0.2732809151861722,49,cantilever_s61
cantilever_gpu_medium_s61_q0.2,cantilever_gpu_medium,61,0.2,1e-12,1e-12,4.5,64000,12673,0.198015625,floor_substituted_density_derivative,0.0229821000000072,28.0496581,1,1,155,8.667833612305011e-07,167.18518315816058,167.18518315816058,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,156,cantilever_s61
cantilever_gpu_medium_s61_q0.2,cantilever_gpu_medium,61,0.2,0.001,1e-12,4.5,64000,12673,0.198015625,floor_substituted_density_derivative,0.0199838000000056,11.841745199999991,1,1,73,5.135892717128801e-07,89.18422012019482,167.18518315816058,-0.4665542816923869,0.4152430558725216,0.4152430558725215,7.477034640310479e+24,0.2110265028556762,0.2110265028556762,0.9338792578795206,74,cantilever_s61
cantilever_gpu_medium_s61_q0.2,cantilever_gpu_medium,61,0.2,0.01,1e-12,4.5,64000,12673,0.198015625,floor_substituted_density_derivative,0.0202388999999953,5.986519000000001,1,1,44,9.280092897970454e-07,32.37923227186254,167.18518315816058,-0.8063271417944308,0.6888862686755945,0.6888862686744708,3.913576904016276e+27,0.465548287172175,0.465548287172175,0.8331811329156524,45,cantilever_s61
cantilever_gpu_medium_s61_q0.25,cantilever_gpu_medium,61,0.25,1e-12,1e-12,4.5,64000,15851,0.247671875,floor_substituted_density_derivative,0.0225955999999882,10.130488100000008,1,1,55,6.655186730673934e-07,37.08160578811616,37.08160578811616,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56,cantilever_s61
