seed,solid_probability,phase,rho_min,iter,rel_residual
41,0.08,recommended_solve,0.001,123,1.4450918589287958e-06
41,0.08,recommended_solve,0.001,124,9.777436022150424e-07
41,0.1,probe,1e-12,0,1.0
41,0.1,probe,1e-12,1,0.184856238878896
41,0.1,probe,1e-12,2,0.18349759816652447
41,0.1,probe,1e-12,3,0.18338947518582738
41,0.1,probe,1e-12,4,0.1833818505901434
41,0.1,probe,1e-12,5,0.1833813398578309
41,0.1,probe,1e-12,6,0.18336543427714758
41,0.1,probe,1e-12,7,0.18336502444750988
41,0.1,probe,1e-12,8,0.1833407484550262
41,0.1,probe,1e-12,9,0.1833327295988812
41,0.1,probe,1e-12,10,0.1833233100746146
41,0.1,probe,1e-12,11,0.1833120986194259
41,0.1,probe,1e-12,12,0.1832980804444365
41,0.1,probe,1e-12,13,0.18327745769290105
41,0.1,probe,1e-12,14,0.1832740710255962
41,0.1,probe,1e-12,15,0.18326943297047485
41,0.1,probe,1e-12,16,0.18321464884568944
41,0.1,probe,1e-12,17,0.1831679642604723
41,0.1,probe,1e-12,18,0.18303985183561247
41,0.1,probe,1e-12,19,0.18279280070851234
41,0.1,probe,1e-12,20,0.18094852458447352
41,0.1,probe,1e-12,21,0.17607140652860034
41,0.1,probe,1e-12,22,0.17223708713586028
41,0.1,probe,1e-12,23,0.1652570637156782
41,0.1,probe,1e-12,24,0.14863403089714677
41,0.1,probe,1e-12,25,0.13814179697365825
41,0.1,probe,1e-12,26,0.13026513960822894
41,0.1,probe,1e-12,27,0.12254888697226653
41,0.1,probe,1e-12,28,0.11309995873728762
41,0.1,probe,1e-12,29,0.10806212505193044
41,0.1,probe,1e-12,30,0.10711964484035032
41,0.1,probe,1e-12,31,0.10639965668503581
41,0.1,probe,1e-12,32,0.10547669812880957
41,0.1,probe,1e-12,33,0.10488344005653932
41,0.1,probe,1e-12,34,0.10423531395451992
41,0.1,probe,1e-12,35,0.1031619241253951
41,0.1,probe,1e-12,36,0.1009922004907032
41,0.1,probe,1e-12,37,0.0985815470734752
41,0.1,probe,1e-12,38,0.09608987427347282
41,0.1,probe,1e-12,39,0.09464324398894017
41,0.1,probe,1e-12,40,0.0941204692625921
41,0.1,probe,1e-12,41,0.09379735459598468
41,0.1,probe,1e-12,42,0.09333407196621107
41,0.1,probe,1e-12,43,0.09286507257686179
41,0.1,probe,1e-12,44,0.09233696991133178
41,0.1,probe,1e-12,45,0.09209539174123171
41,0.1,probe,1e-12,46,0.09194625763669759
41,0.1,probe,1e-12,47,0.09186231532073223
41,0.1,probe,1e-12,48,0.09183882097018603
41,0.1,probe,1e-12,49,0.09180178363355476
41,0.1,probe,1e-12,50,0.0917768023901947
41,0.1,probe,1e-12,51,0.0917707333448094
41,0.1,probe,1e-12,52,0.09174421944631758
41,0.1,probe,1e-12,53,0.09174061484673857
41,0.1,probe,1e-12,54,0.09173988174891982
41,0.1,probe,1e-12,55,0.09173951439039274
41,0.1,probe,1e-12,56,0.09173830264733018
41,0.1,probe,1e-12,57,0.09173827807937891
41,0.1,probe,1e-12,58,0.09173694767344538
41,0.1,probe,1e-12,59,0.09173634191775559
41,0.1,probe,1e-12,60,0.09173529980189966
41,0.1,probe,1e-12,61,0.09173217246163487
41,0.1,probe,1e-12,62,0.0917320728464167
41,0.1,probe,1e-12,63,0.09173205862970765
41,0.1,probe,1e-12,64,0.09173017228253151
41,0.1,probe,1e-12,65,0.09172669883745295
41,0.1,probe,1e-12,66,0.09172410845971517
41,0.1,probe,1e-12,67,0.09172209029967106
41,0.1,probe,1e-12,68,0.09172208932379339
41,0.1,probe,1e-12,69,0.09172208779116249
41,0.1,probe,1e-12,70,0.09172055636800407
41,0.1,probe,1e-12,71,0.0917205470915774
41,0.1,probe,1e-12,72,0.09171983471840679
41,0.1,probe,1e-12,73,0.09171968309940372
41,0.1,probe,1e-12,74,0.09171946830095325
41,0.1,probe,1e-12,75,0.09171940826171475
41,0.1,probe,1e-12,76,0.09171940758553185
41,0.1,probe,1e-12,77,0.09171938616259313
41,0.1,probe,1e-12,78,0.0917184562112712
41,0.1,probe,1e-12,79,0.09171748451303048
41,0.1,probe,1e-12,80,0.09171625913758581
41,0.1,probe,1e-12,81,0.09170962144889562
41,0.1,probe,1e-12,82,0.09169181349185447
41,0.1,probe,1e-12,83,0.09165903637546782
41,0.1,probe,1e-12,84,0.09159967403657795
41,0.1,probe,1e-12,85,0.09149064268899203
41,0.1,probe,1e-12,86,0.0913032650642083
41,0.1,probe,1e-12,87,0.09097440941783205
41,0.1,probe,1e-12,88,0.0886251046340665
41,0.1,probe,1e-12,89,0.08213129619155374
41,0.1,probe,1e-12,90,0.07601636935287248
41,0.1,probe,1e-12,91,0.07089569463673513
41,0.1,probe,1e-12,92,0.06816141793897562
41,0.1,probe,1e-12,93,0.06524785156051507
41,0.1,probe,1e-12,94,0.06336877519993107
41,0.1,probe,1e-12,95,0.0613024639607435
41,0.1,probe,1e-12,96,0.06033698714389125
41,0.1,probe,1e-12,97,0.05958110153435557
41,0.1,probe,1e-12,98,0.05923380268653601
41,0.1,probe,1e-12,99,0.05909293132230279
41,0.1,probe,1e-12,100,0.058878098398119603
41,0.1,recommended_solve,0.001,0,1.0
41,0.1,recommended_solve,0.001,1,0.05310464731174597
41,0.1,recommended_solve,0.001,2,0.02751212257005855
41,0.1,recommended_solve,0.001,3,0.018539259695532606
41,0.1,recommended_solve,0.001,4,0.015041159042504703
41,0.1,recommended_solve,0.001,5,0.013827371233417582
41,0.1,recommended_solve,0.001,6,0.013348018230493832
41,0.1,recommended_solve,0.001,7,0.012981610948713475
41,0.1,recommended_solve,0.001,8,0.01252695143770408
41,0.1,recommended_solve,0.001,9,0.012132359326909528
41,0.1,recommended_solve,0.001,10,0.011831762961665299
41,0.1,recommended_solve,0.001,11,0.011558347732427057
41,0.1,recommended_solve,0.001,12,0.011307307724476329
41,0.1,recommended_solve,0.001,13,0.011019987704102216
41,0.1,recommended_solve,0.001,14,0.010727576297913
41,0.1,recommended_solve,0.001,15,0.010518674742583575
41,0.1,recommended_solve,0.001,16,0.01031850493418227
41,0.1,recommended_solve,0.001,17,0.010138986149936838
41,0.1,recommended_solve,0.001,18,0.00988867600496135
41,0.1,recommended_solve,0.001,19,0.009612590867097804
41,0.1,recommended_solve,0.001,20,0.009411864559791028
41,0.1,recommended_solve,0.001,21,0.009307221990844834
41,0.1,recommended_solve,0.001,22,0.009254020405980883
41,0.1,recommended_solve,0.001,23,0.009196428770473511
41,0.1,recommended_solve,0.001,24,0.009128383579102287
41,0.1,recommended_solve,0.001,25,0.00904494136824646
41,0.1,recommended_solve,0.001,26,0.008947868518693686
41,0.1,recommended_solve,0.001,27,0.008838342900423525
41,0.1,recommended_solve,0.001,28,0.008651952194053522
41,0.1,recommended_solve,0.001,29,0.008390115747052803
41,0.1,recommended_solve,0.001,30,0.007990216090390525
41,0.1,recommended_solve,0.001,31,0.007265352945245885
41,0.1,recommended_solve,0.001,32,0.0061471252935691775
41,0.1,recommended_solve,0.001,33,0.005022759533280847
41,0.1,recommended_solve,0.001,34,0.0039383510878064605
41,0.1,recommended_solve,0.001,35,0.0029371647737943857
41,0.1,recommended_solve,0.001,36,0.0021641497879084735
41,0.1,recommended_solve,0.001,37,0.0016016138949542793
41,0.1,recommended_solve,0.001,38,0.0012534128994574774
41,0.1,recommended_solve,0.001,39,0.0010542241720745344
41,0.1,recommended_solve,0.001,40,0.0009167847307858225
41,0.1,recommended_solve,0.001,41,0.0008123981222890162
41,0.1,recommended_solve,0.001,42,0.0007413565978992457
41,0.1,recommended_solve,0.001,43,0.0006955740968849115
41,0.1,recommended_solve,0.001,44,0.0006529204418405995
41,0.1,recommended_solve,0.001,45,0.0005979781570926218
41,0.1,recommended_solve,0.001,46,0.0005354476789887958
41,0.1,recommended_solve,0.001,47,0.00046852414887383676
41,0.1,recommended_solve,0.001,48,0.0004107716986341105
41,0.1,recommended_solve,0.001,49,0.00036391870095435464
41,0.1,recommended_solve,0.001,50,0.00033208608907612223
41,0.1,recommended_solve,0.001,51,0.0003154537728770471
41,0.1,recommended_solve,0.001,52,0.00030702307966959136
41,0.1,recommended_solve,0.001,53,0.00029977166802533904
41,0.1,recommended_solve,0.001,54,0.0002925445137750821
41,0.1,recommended_solve,0.001,55,0.0002857790855275282
41,0.1,recommended_solve,0.001,56,0.00027993541842528794
41,0.1,recommended_solve,0.001,57,0.00027430814496548505
41,0.1,recommended_solve,0.001,58,0.00026827326460822284
41,0.1,recommended_solve,0.001,59,0.00026273730922409964
41,0.1,recommended_solve,0.001,60,0.0002546250136662261
41,0.1,recommended_solve,0.001,61,0.00024118678732096188
41,0.1,recommended_solve,0.001,62,0.00022475813265985788
41,0.1,recommended_solve,0.001,63,0.0002092089313272984
41,0.1,recommended_solve,0.001,64,0.00019864955436503393
41,0.1,recommended_solve,0.001,65,0.00019247378210166937
41,0.1,recommended_solve,0.001,66,0.00018865922209800322
41,0.1,recommended_solve,0.001,67,0.0001856802722477484
41,0.1,recommended_solve,0.001,68,0.00018174275511802427
41,0.1,recommended_solve,0.001,69,0.00017659700653849166
41,0.1,recommended_solve,0.001,70,0.00016981957308737796
41,0.1,recommended_solve,0.001,71,0.00016129419573710242
41,0.1,recommended_solve,0.001,72,0.0001519060215286406
41,0.1,recommended_solve,0.001,73,0.00014314785177113045
41,0.1,recommended_solve,0.001,74,0.00013530806375982375
41,0.1,recommended_solve,0.001,75,0.0001284588139893219
41,0.1,recommended_solve,0.001,76,0.00012136358792508237
41,0.1,recommended_solve,0.001,77,0.0001144348264332056
41,0.1,recommended_solve,0.001,78,0.00010836707104504525
41,0.1,recommended_solve,0.001,79,0.00010310737510464595
41,0.1,recommended_solve,0.001,80,9.860486611993729e-05
41,0.1,recommended_solve,0.001,81,9.483110250007055e-05
41,0.1,recommended_solve,0.001,82,9.189568156392574e-05
41,0.1,recommended_solve,0.001,83,8.965958327776215e-05
41,0.1,recommended_solve,0.001,84,8.811984349416799e-05
41,0.1,recommended_solve,0.001,85,8.700740424398776e-05
41,0.1,recommended_solve,0.001,86,8.614452942365756e-05
41,0.1,recommended_solve,0.001,87,8.565806388367409e-05
41,0.1,recommended_solve,0.001,88,8.534558421710863e-05
41,0.1,recommended_solve,0.001,89,8.511814109874088e-05
41,0.1,recommended_solve,0.001,90,8.489637020595123e-05
41,0.1,recommended_solve,0.001,91,8.477904970726192e-05
41,0.1,recommended_solve,0.001,92,8.463061253641361e-05
41,0.1,recommended_solve,0.001,93,8.448704328391212e-05
41,0.1,recommended_solve,0.001,94,8.426726733072604e-05
41,0.1,recommended_solve,0.001,95,8.405599433412542e-05
41,0.1,recommended_solve,0.001,96,8.375675278534459e-05
41,0.1,recommended_solve,0.001,97,8.322966505548698e-05
41,0.1,recommended_solve,0.001,98,8.200484397492002e-05
41,0.1,recommended_solve,0.001,99,7.94627335383583e-05
41,0.1,recommended_solve,0.001,100,7.492000287116364e-05
41,0.1,recommended_solve,0.001,101,6.90353477071445e-05
41,0.1,recommended_solve,0.001,102,6.22311558471662e-05
41,0.1,recommended_solve,0.001,103,5.55822467120279e-05
41,0.1,recommended_solve,0.001,104,5.0124154155083016e-05
41,0.1,recommended_solve,0.001,105,4.572707013286816e-05
41,0.1,recommended_solve,0.001,106,4.192996654838334e-05
41,0.1,recommended_solve,0.001,107,3.9653001012797635e-05
41,0.1,recommended_solve,0.001,108,3.8392377588977433e-05
41,0.1,recommended_solve,0.001,109,3.756962497275922e-05
41,0.1,recommended_solve,0.001,110,3.679849561151431e-05
41,0.1,recommended_solve,0.001,111,3.568594589022036e-05
41,0.1,recommended_solve,0.001,112,3.4264004076779695e-05
41,0.1,recommended_solve,0.001,113,3.236157258354236e-05
41,0.1,recommended_solve,0.001,114,2.9499914563939412e-05
41,0.1,recommended_solve,0.001,115,2.524304232162688e-05
41,0.1,recommended_solve,0.001,116,1.98465053965427e-05
41,0.1,recommended_solve,0.001,117,1.4719503041198205e-05
41,0.1,recommended_solve,0.001,118,1.0774670693859256e-05
41,0.1,recommended_solve,0.001,119,7.902256240268983e-06
41,0.1,recommended_solve,0.001,120,5.69426269050251e-06
41,0.1,recommended_solve,0.001,121,3.97682911989654e-06
41,0.1,recommended_solve,0.001,122,2.852061578340678e-06
41,0.1,recommended_solve,0.001,123,2.041425890925045e-06
41,0.1,recommended_solve,0.001,124,1.407127871581359e-06
41,0.1,recommended_solve,0.001,125,9.237007325880978e-07
41,0.12,probe,1e-12,0,1.0
41,0.12,probe,1e-12,1,0.1824138281273051
41,0.12,probe,1e-12,2,0.18123689036794643
41,0.12,probe,1e-12,3,0.18120002070542016
41,0.12,probe,1e-12,4,0.18119445193832265
41,0.12,probe,1e-12,5,0.18119436541167103
41,0.12,probe,1e-12,6,0.18119423464375806
41,0.12,probe,1e-12,7,0.18119410873284109
41,0.12,probe,1e-12,8,0.1811940869135526
41,0.12,probe,1e-12,9,0.18119174792589576
41,0.12,probe,1e-12,10,0.18119171259603098
41,0.12,probe,1e-12,11,0.1811900222192334
41,0.12,probe,1e-12,12,0.18118813347134338
41,0.12,probe,1e-12,13,0.18118627672312468
41,0.12,probe,1e-12,14,0.18118593273495895
41,0.12,probe,1e-12,15,0.1811854656276842
41,0.12,probe,1e-12,16,0.1811849227847555
41,0.12,probe,1e-12,17,0.18118474986593797
41,0.12,probe,1e-12,18,0.18118252317456682
41,0.12,probe,1e-12,19,0.1811767112624035
41,0.12,probe,1e-12,20,0.18117659095940694
41,0.12,probe,1e-12,21,0.1811717480853776
41,0.12,probe,1e-12,22,0.1811707438015434
41,0.12,probe,1e-12,23,0.18116768276433934
41,0.12,probe,1e-12,24,0.18116680499587715
41,0.12,probe,1e-12,25,0.1811651887569315
41,0.12,probe,1e-12,26,0.1811566611163818
41,0.12,probe,1e-12,27,0.18114951208907365
41,0.12,probe,1e-12,28,0.18114951207970315
41,0.12,probe,1e-12,29,0.18113860775889648
41,0.12,probe,1e-12,30,0.181136938574772
41,0.12,probe,1e-12,31,0.18113547933385252
41,0.12,probe,1e-12,32,0.18112312600300506
41,0.12,probe,1e-12,33,0.18112085930873503
41,0.12,probe,1e-12,34,0.18112022988614337
41,0.12,probe,1e-12,35,0.18110220699931812
41,0.12,probe,1e-12,36,0.18109303520864595
41,0.12,probe,1e-12,37,0.18108677783269606
41,0.12,probe,1e-12,38,0.18101222477484136
41,0.12,probe,1e-12,39,0.18097509485463703
41,0.12,probe,1e-12,40,0.18091896831464158
41,0.12,probe,1e-12,41,0.18080659277160024
41,0.12,probe,1e-12,42,0.18067380933125068
41,0.12,probe,1e-12,43,0.1804544580609917
41,0.12,probe,1e-12,44,0.17958465527997464
41,0.12,probe,1e-12,45,0.17684410037768863
41,0.12,probe,1e-12,46,0.1727180360002366
41,0.12,probe,1e-12,47,0.16514629193115585
41,0.12,probe,1e-12,48,0.15627120299251576
41,0.12,probe,1e-12,49,0.14708723412653352
41,0.12,probe,1e-12,50,0.1362090518443458
41,0.12,probe,1e-12,51,0.13009857646129155
41,0.12,probe,1e-12,52,0.1272893381563844
41,0.12,probe,1e-12,53,0.12252206731812873
41,0.12,probe,1e-12,54,0.11866720638861598
41,0.12,probe,1e-12,55,0.1157774375976659
41,0.12,probe,1e-12,56,0.11158879184488558
41,0.12,probe,1e-12,57,0.10308741326832878
41,0.12,probe,1e-12,58,0.09848509789853303
41,0.12,probe,1e-12,59,0.09708313490372829
41,0.12,probe,1e-12,60,0.09599288778582298
41,0.12,probe,1e-12,61,0.09528333071342407
41,0.12,probe,1e-12,62,0.09452743331243472
