preset,seed,solid_probability,baseline_rho_min,raised_rho_min,raised_rho_mins,recommended_rho_min,attempted_rho_mins,n_floor_attempts,penal,probe_iters,restart,maxiter,tol,solid_count,solid_fraction,n_components,largest_component,largest_fraction_of_solid,support_to_load_patch_components,probe_r50,probe_r100,probe_r100_over_r50,probe_setup_time_s,probe_solve_time_s,probe_gpu_used_mb_after_solve,probe_cupy_pool_used_mb_after_solve,trigger,predicted_raise_floor,solve_converged,solver_reported_converged,solve_iters,solve_final_rel_residual,selected_setup_time_s,selected_solve_time_s,selected_gpu_used_mb_after_solve,selected_cupy_pool_used_mb_after_solve,selected_cupy_pool_total_mb_after_solve,failed_ladder_setup_time_s,failed_ladder_solve_time_s,recorded_policy_time_s
cantilever_gpu_medium,47,0.15,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,9494,0.14834375,5417,26,0.0027385717295133768,0,0.13115646016562807,0.1311272310259423,0.9997771429661271,0.025789799998165108,19.360834999999497,3862.429696,991.540736,high_r50,1,1,1,104,6.029498389062054e-07,0.021567800002230797,17.371725099998002,3862.429696,991.028736,2177.98656,0.0,0.0,36.779917699997895
cantilever_gpu_medium,47,0.18,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,11361,0.177515625,5609,44,0.0038728985124548893,0,0.04725525216322629,0.046778312316689726,0.9899071568830243,0.022111199999926612,19.039046400001098,3862.429696,991.540736,high_r50,1,1,1,83,7.772623700028743e-07,0.021454000001540408,13.364203799996176,3862.429696,991.028736,2177.98656,0.0,0.0,32.44681539999874
cantilever_gpu_medium,47,0.2,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,12631,0.197359375,5624,49,0.003879344469954873,0,0.05357353326907365,0.05356468016473051,0.9998347485446092,0.02149929999723099,18.812911600005464,3862.429696,991.540736,high_r50,1,1,1,69,6.63594224374394e-07,0.022501899999042507,10.960218099993654,3862.429696,991.028736,2177.98656,0.0,0.0,29.81713089999539
cantilever_gpu_medium,47,0.25,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,15778,0.24653125,5089,246,0.015591329699581696,0,0.0003995670786355506,5.591988102172369e-05,0.1399511721853562,0.02217019999807235,18.739135799994983,3862.429696,991.540736,keep,0,1,1,155,4.745790279878179e-07,0.021307999995769933,29.865511199997854,3862.429696,991.028736,2177.98656,0.0,0.0,48.64812519998668
cantilever_gpu_medium,47,0.3,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,18973,0.296453125,4033,861,0.04538027723607231,0,2.9304327312358955e-05,8.176039245235985e-07,0.027900450189784022,0.023613899997144472,9.895075599997654,3862.429696,991.540736,keep,0,1,1,53,8.205632370434823e-07,0.021381799997470807,10.057214399996155,3862.429696,991.028736,2177.98656,0.0,0.0,19.997285699988424
cantilever_gpu_medium,47,0.35,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,22266,0.34790625,2836,13553,0.6086858887990658,0,1.1909868598284128e-05,8.125504751728097e-07,0.06822497397577292,0.022115699997812044,16.174246000002313,3862.429696,991.540736,keep,0,0,1,85,1.448927539465352e-06,0.02221560000180034,17.078876699997636,3862.429696,991.028736,2177.98656,0.02221560000180034,17.078876699997636,50.398546299999
cantilever_gpu_medium,53,0.08,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,5077,0.079328125,3888,10,0.0019696671262556626,0,0.07192395956527792,0.02034019972355688,0.2828014453945099,0.022967699995206203,20.00485860000481,3862.429696,991.540736,high_r50,1,1,1,123,8.005744251055784e-07,0.022043199998734053,20.449219999994966,3862.429696,991.028736,2177.98656,0.0,0.0,40.499089499993715
cantilever_gpu_medium,53,0.1,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,6357,0.099328125,4529,15,0.0023596035865974517,0,0.13382338257685206,0.06955426060088699,0.5197466934520459,0.022444199996243697,19.143912499996077,3862.429696,991.540736,high_r50,1,1,1,124,8.553920233964672e-07,0.0218308999974397,20.966680099998484,3862.429696,991.028736,2177.98656,0.0,0.0,40.154867699988245
cantilever_gpu_medium,53,0.12,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,7701,0.120328125,5028,16,0.0020776522529541617,0,0.1765580959265014,0.17650593633383996,0.9997045754691241,0.02196199999889359,19.024973200001114,3862.429696,991.540736,high_r50,1,1,1,119,7.955002692754542e-07,0.026699200003349688,20.15961110000353,3862.429696,991.028736,2177.98656,0.0,0.0,39.23324550000689
cantilever_gpu_medium,53,0.15,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,9590,0.14984375,5471,24,0.002502606882168926,0,0.011519150922547128,0.008740990134261722,0.7588224334445046,0.02326770000217948,19.479643699996814,3862.429696,991.540736,high_r50,1,1,1,100,7.621488657517243e-07,0.02181449999625329,16.83082039999863,3862.429696,991.028736,2177.98656,0.0,0.0,36.355546299993875
cantilever_gpu_medium,53,0.18,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,11441,0.178765625,5666,60,0.005244296827200419,0,0.0027369395495139962,0.0007023726348720725,0.2566270179393601,0.023051099997246638,19.564039999997476,3862.429696,991.540736,keep,0,1,1,274,9.42619537136629e-07,0.023564800001622643,55.72465880000527,3862.429696,991.028736,2177.98656,0.0,0.0,75.33531470000162
cantilever_gpu_medium,53,0.2,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,12683,0.198171875,5665,67,0.00528266183079713,0,0.00029056249880432555,8.933943918402237e-05,0.3074706459080479,0.021998300006089266,18.719490799994674,3862.429696,991.540736,keep,0,1,1,152,9.93226061759985e-07,0.030841699997836258,29.027534100001503,3862.429696,991.028736,2177.98656,0.0,0.0,47.7998649000001
cantilever_gpu_medium,53,0.25,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,15924,0.2488125,5214,129,0.008100979653353428,0,3.9163280280221474e-05,6.872671895279719e-07,0.017548764674726713,0.022995400002400856,11.136056900002586,3862.429696,991.540736,keep,0,1,1,60,6.872671797875992e-07,0.02211410000018077,11.186255300002813,3862.429696,991.028736,2177.98656,0.0,0.0,22.36742170000798
