preset,seed,solid_probability,baseline_rho_min,raised_rho_min,raised_rho_mins,recommended_rho_min,attempted_rho_mins,n_floor_attempts,penal,probe_iters,restart,maxiter,tol,solid_count,solid_fraction,n_components,largest_component,largest_fraction_of_solid,support_to_load_patch_components,probe_r50,probe_r100,probe_r100_over_r50,probe_setup_time_s,probe_solve_time_s,probe_gpu_used_mb_after_solve,probe_cupy_pool_used_mb_after_solve,trigger,predicted_raise_floor,severity_jump_triggered,severity_jump_r50_threshold,severity_jump_rho_min,post_solve_fallback_triggered,detector_false_keep,solve_converged,solver_reported_converged,solve_iters,solve_final_rel_residual,selected_setup_time_s,selected_solve_time_s,selected_gpu_used_mb_after_solve,selected_cupy_pool_used_mb_after_solve,selected_cupy_pool_total_mb_after_solve,failed_ladder_setup_time_s,failed_ladder_solve_time_s,recorded_policy_time_s,source_dir,case_key
cantilever_gpu_medium,43,0.35,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,22217,0.347140625,2884,13979,0.6292028626727281,0,3.809748883233629e-07,3.809748883233629e-07,1.0,0.0285010000000056,6.078735999999992,3864.526848,991.028736,keep,0,0,0.5,0.01,0,0,1,1,30,3.8097488974408123e-07,0.0281592000000046,6.299768900000004,3864.526848,991.028736,2177.98656,0.0,0.0,12.435165100000006,cantilever_s43,cantilever_gpu_medium|43|350000
cantilever_gpu_medium,47,0.08,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,5142,0.08034375,3916,10,0.0019447685725398,0,0.0593513696726864,0.027498854373683,0.4633229953299295,16.124692999999997,20.3623092,3285.712896,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,132,6.954825891694037e-07,0.0348021000000002,25.218757600000004,3575.119872,991.028736,1888.60416,0.0,0.0,61.7405619,cantilever_s47,cantilever_gpu_medium|47|80000
cantilever_gpu_medium,47,0.1,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,6406,0.10009375,4492,13,0.0020293474867311,0,0.0959007470371834,0.0516632837394478,0.5387161762088936,0.0403960000000012,21.17198359999999,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,127,9.94764356282745e-07,0.0295057999999954,22.512943199999995,3864.526848,991.028736,2177.98656,0.0,0.0,43.75482859999998,cantilever_s47,cantilever_gpu_medium|47|100000
cantilever_gpu_medium,47,0.12,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,7636,0.1193125,4972,15,0.001964379256155,0,0.2054380202906445,0.1320419307517717,0.6427336603271622,0.024257999999989,18.009112599999995,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,122,8.291781163720823e-07,0.0205047999999976,19.76278579999999,3864.526848,991.028736,2177.98656,0.0,0.0,37.81666119999997,cantilever_s47,cantilever_gpu_medium|47|120000
cantilever_gpu_medium,47,0.15,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,9494,0.14834375,5417,26,0.0027385717295133,0,0.1310731962273109,0.1310437589146353,0.9997754131773476,0.0204458999999985,17.69357389999999,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,105,5.555973592841538e-07,0.0215854999999862,17.46347209999999,3864.526848,991.028736,2177.98656,0.0,0.0,35.199077399999965,cantilever_s47,cantilever_gpu_medium|47|150000
cantilever_gpu_medium,47,0.18,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,11361,0.177515625,5609,44,0.0038728985124548,0,0.0472800561397587,0.046795196107792,0.9897449353585072,0.0276580000000024,21.682917600000025,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,84,5.456964018222246e-07,0.0286576000000025,13.160957699999985,3864.526848,991.028736,2177.98656,0.0,0.0,34.90019090000001,cantilever_s47,cantilever_gpu_medium|47|180000
cantilever_gpu_medium,47,0.2,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,12631,0.197359375,5624,49,0.0038793444699548,0,0.0536229928088694,0.053609354998522,0.9997456723388024,0.0274623999999903,17.57533619999998,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,69,8.646542963431517e-07,0.020236600000004,10.687127800000011,3864.526848,991.028736,2177.98656,0.0,0.0,28.31016299999999,cantilever_s47,cantilever_gpu_medium|47|200000
cantilever_gpu_medium,47,0.25,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,15778,0.24653125,5089,246,0.0155913296995816,0,0.000401061885004,0.000106258512201,0.2649429331834452,0.0274058999999908,17.71809490000001,3864.526848,991.028736,keep,0,0,0.5,0.01,0,0,1,1,158,4.179926126868986e-07,0.0215689999999995,28.18019319999996,3864.526848,991.028736,2177.98656,0.0,0.0,45.94726299999997,cantilever_s47,cantilever_gpu_medium|47|250000
cantilever_gpu_medium,47,0.3,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,18973,0.296453125,4033,861,0.0453802772360723,0,7.454016807582477e-05,8.421093285808594e-07,0.0112973897204556,0.0199653999999895,9.392685099999994,3864.526848,991.028736,keep,0,0,0.5,0.01,0,0,1,1,54,8.449283820357928e-07,0.0195760999999947,9.006507199999987,3864.526848,991.028736,2177.98656,0.0,0.0,18.43873379999997,cantilever_s47,cantilever_gpu_medium|47|300000
cantilever_gpu_medium,47,0.35,1e-12,0.001,1e-03;1e-02,0.001,1e-12;1e-03,2,4.5,100,300,300,1e-06,22266,0.34790625,2836,13553,0.6086858887990658,0,1.2129403307232288e-05,6.309066939431094e-07,0.0520146521607476,0.0264501000000336,14.387506199999962,3864.526848,991.028736,keep,0,0,0.5,0.01,1,1,1,1,29,3.25302750318597e-07,0.0197190000000091,4.194020500000022,3864.526848,991.028736,2177.98656,0.0195092000000158,14.79011429999997,33.43731930000001,cantilever_s47,cantilever_gpu_medium|47|350000
cantilever_gpu_medium,53,0.08,1e-12,0.001,1e-03;1e-02,0.001,0.001,1,4.5,100,300,300,1e-06,5077,0.079328125,3888,10,0.0019696671262556,0,0.0765825086568614,0.0257453668708164,0.3361781602920867,16.2038291,18.2317456,3285.712896,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,132,8.575647236475356e-07,0.0274883000000016,21.2247606,3575.119872,991.028736,1888.60416,0.0,0.0,55.6878236,cantilever_s53,cantilever_gpu_medium|53|80000
cantilever_gpu_medium,53,0.1,1e-12,0.001,1e-03;1e-02,0.001,0.001,1,4.5,100,300,300,1e-06,6357,0.099328125,4529,15,0.0023596035865974,0,0.1356593866536731,0.0721932367401168,0.5321654366934446,0.026184299999997,17.754856099999998,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,130,6.352869870755902e-07,0.0319227999999895,22.4736633,3864.526848,991.028736,2177.98656,0.0,0.0,40.28662649999998,cantilever_s53,cantilever_gpu_medium|53|100000
cantilever_gpu_medium,53,0.12,1e-12,0.001,1e-03;1e-02,0.001,0.001,1,4.5,100,300,300,1e-06,7701,0.120328125,5028,16,0.0020776522529541,0,0.1765716970807797,0.1703923547297858,0.9650037777675836,0.0380165999999917,21.3451352,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,122,9.350085555047618e-07,0.0215651000000036,18.74649780000001,3864.526848,991.028736,2177.98656,0.0,0.0,40.15121470000001,cantilever_s53,cantilever_gpu_medium|53|120000
cantilever_gpu_medium,53,0.15,1e-12,0.001,1e-03;1e-02,0.001,0.001,1,4.5,100,300,300,1e-06,9590,0.14984375,5471,24,0.0025026068821689,0,0.0118211358372828,0.0089321411140639,0.7556076875364804,0.0207915000000014,16.931796600000013,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,100,9.921427901745646e-07,0.019834099999997,15.25234690000002,3864.526848,991.028736,2177.98656,0.0,0.0,32.22476910000003,cantilever_s53,cantilever_gpu_medium|53|150000
cantilever_gpu_medium,53,0.18,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,11441,0.178765625,5666,60,0.0052442968272004,0,0.0028341462707809,0.0007091405842687,0.2502131211715215,0.0198096999999961,19.1477682,3864.526848,991.028736,keep,0,0,0.5,0.01,0,0,1,1,276,9.615079589371629e-07,0.0207367999999803,55.1443243,3864.526848,991.028736,2177.98656,0.0,0.0,74.33263899999997,cantilever_s53,cantilever_gpu_medium|53|180000
cantilever_gpu_medium,53,0.2,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,12683,0.198171875,5665,67,0.0052826618307971,0,0.0002915341643865,8.905543078350797e-05,0.305471679351587,0.026530799999989,17.95270739999998,3864.526848,991.028736,keep,0,0,0.5,0.01,0,0,1,1,155,9.294831548937256e-07,0.0208472999999571,28.68662569999998,3864.526848,991.028736,2177.98656,0.0,0.0,46.68671119999991,cantilever_s53,cantilever_gpu_medium|53|200000
cantilever_gpu_medium,53,0.25,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,15924,0.2488125,5214,129,0.0081009796533534,0,3.666081178787957e-05,7.575725317489616e-07,0.0206643687033526,0.0208193000000278,10.717878900000017,3864.526848,991.028736,keep,0,0,0.5,0.01,0,0,1,1,60,7.575725293753499e-07,0.0217605000000276,11.068376600000022,3864.526848,991.028736,2177.98656,0.0,0.0,21.82883530000009,cantilever_s53,cantilever_gpu_medium|53|250000
cantilever_gpu_medium,53,0.3,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,19087,0.298234375,4135,479,0.0250956148163671,0,9.881096363004931e-07,9.881096363004931e-07,1.0,0.0226713000000131,7.067644700000017,3864.526848,991.028736,keep,0,0,0.5,0.01,0,0,1,1,37,9.88109635796726e-07,0.025399200000038,6.889504600000009,3864.526848,991.028736,2177.98656,0.0,0.0,14.005219800000075,cantilever_s53,cantilever_gpu_medium|53|300000
cantilever_gpu_medium,53,0.35,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,22316,0.3486875,2885,13289,0.5954920236601542,0,8.633741717491737e-07,8.633741717491737e-07,1.0,0.0244827000000213,5.271445699999958,3864.526848,991.028736,keep,0,0,0.5,0.01,0,0,1,1,28,8.633741729805182e-07,0.0210543000000029,5.03177119999998,3864.526848,991.028736,2177.98656,0.0,0.0,10.348753899999965,cantilever_s53,cantilever_gpu_medium|53|350000
cantilever_gpu_medium,59,0.08,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,5149,0.080453125,3929,9,0.0017479122159642,0,0.0963705421093768,0.0353874924105241,0.3672023798554615,18.2802053,22.1423133,3285.712896,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,130,7.91537485730448e-07,0.0268378999999967,22.783124500000007,3575.119872,991.028736,1888.60416,0.0,0.0,63.23248100000001,cantilever_s59,cantilever_gpu_medium|59|80000
cantilever_gpu_medium,59,0.1,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,6433,0.100515625,4556,11,0.0017099331571584,0,0.2013522740518565,0.0888802963658476,0.4414168987381652,0.0279500999999982,20.04634920000001,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,128,8.060851003731491e-07,0.0220613999999983,22.40113989999999,3864.526848,991.028736,2177.98656,0.0,0.0,42.4975006,cantilever_s59,cantilever_gpu_medium|59|100000
cantilever_gpu_medium,59,0.12,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,7729,0.120765625,4997,15,0.0019407426575236,0,0.2056920934612852,0.1973497629237664,0.9594426290425744,0.0230797999999907,18.012462199999987,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,119,8.838670591207469e-07,0.0198799999999863,20.954967600000003,3864.526848,991.028736,2177.98656,0.0,0.0,39.01038959999997,cantilever_s59,cantilever_gpu_medium|59|120000
cantilever_gpu_medium,59,0.15,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,9617,0.150265625,5477,18,0.0018716855568264,0,0.484698734098488,0.3314344159516768,0.6837946803556768,0.0215129000000047,18.747307199999995,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,101,6.49052510311454e-07,0.0208462999999881,16.690338499999996,3864.526848,991.028736,2177.98656,0.0,0.0,35.48000489999998,cantilever_s59,cantilever_gpu_medium|59|150000
cantilever_gpu_medium,59,0.18,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,11542,0.18034375,5594,25,0.0021660024259227,0,0.4184116595601932,0.2019865952688475,0.4827460962277258,0.0277267999999821,19.63598090000002,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,79,9.481546356184648e-07,0.0235500999999942,13.471689999999995,3864.526848,991.028736,2177.98656,0.0,0.0,33.15894779999999,cantilever_s59,cantilever_gpu_medium|59|180000
cantilever_gpu_medium,59,0.2,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,12820,0.2003125,5521,50,0.0039001560062402,0,0.4556718440755468,0.1688756926462498,0.3706081357492248,0.020928600000019,19.484508000000005,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,67,9.423703312397984e-07,0.0220054000000118,11.400883800000004,3864.526848,991.028736,2177.98656,0.0,0.0,30.92832580000004,cantilever_s59,cantilever_gpu_medium|59|200000
cantilever_gpu_medium,59,0.25,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,16030,0.25046875,4998,213,0.0132875857766687,0,0.2052118253168063,0.0005332349001579,0.0025984608797994,0.0231018999999719,19.2685142,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,46,5.150568960339355e-07,0.0239566999999851,7.567540099999974,3864.526848,991.028736,2177.98656,0.0,0.0,26.88311289999993,cantilever_s59,cantilever_gpu_medium|59|250000
cantilever_gpu_medium,59,0.3,1e-12,0.001,1e-03;1e-02,0.001,1e-12;1e-03,2,4.5,100,300,300,1e-06,19109,0.298578125,4045,1250,0.0654142027316971,0,0.0088485675623655,6.953852095746824e-06,0.0007858731988805,0.0246495000000095,19.3942806,3864.526848,991.028736,keep,0,0,0.5,0.01,1,1,1,1,34,8.182817139580972e-07,0.0247972999999888,5.673832699999991,3864.526848,991.028736,2177.98656,0.0215093000000479,25.348840499999994,50.487909900000034,cantilever_s59,cantilever_gpu_medium|59|300000
cantilever_gpu_medium,59,0.35,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,22357,0.349328125,2781,13854,0.619671691192915,0,1.7274404715723035e-07,1.7274404715723035e-07,1.0,0.0215206999999963,5.107204599999989,3864.526848,991.028736,keep,0,0,0.5,0.01,0,0,1,1,28,1.7274404914495544e-07,0.0208655000000135,5.2599897000000055,3864.526848,991.028736,2177.98656,0.0,0.0,10.409580500000004,cantilever_s59,cantilever_gpu_medium|59|350000
cantilever_gpu_medium,61,0.08,1e-12,0.001,1e-03;1e-02,0.001,0.001,1,4.5,100,300,300,1e-06,5057,0.079015625,3974,10,0.0019774569903104,0,0.0684833037794413,0.0251932367308519,0.3678741436305381,17.562367700000003,19.251876600000003,3285.712896,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,123,8.098478689187299e-07,0.0342346999999989,20.171899,3575.119872,991.028736,1888.60416,0.0,0.0,57.020378,cantilever_s61,cantilever_gpu_medium|61|80000
cantilever_gpu_medium,61,0.1,1e-12,0.001,1e-03;1e-02,0.001,0.001,1,4.5,100,300,300,1e-06,6302,0.09846875,4612,10,0.0015867978419549,0,0.1167040082921694,0.0760198470600837,0.651390197925057,0.0279603000000037,18.1158619,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,126,7.011481531504277e-07,0.0232185999999927,19.48922119999999,3864.526848,991.028736,2177.98656,0.0,0.0,37.656261999999984,cantilever_s61,cantilever_gpu_medium|61|100000
cantilever_gpu_medium,61,0.12,1e-12,0.001,1e-03;1e-02,0.001,0.001,1,4.5,100,300,300,1e-06,7616,0.119,5157,12,0.0015756302521008,0,0.2648265440125459,0.2275055850160788,0.859073949193329,0.0198688999999916,17.311787699999996,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,121,6.372198589579928e-07,0.0197629999999975,18.146946799999995,3864.526848,991.028736,2177.98656,0.0,0.0,35.49836639999998,cantilever_s61,cantilever_gpu_medium|61|120000
cantilever_gpu_medium,61,0.15,1e-12,0.001,1e-03;1e-02,0.001,0.001,1,4.5,100,300,300,1e-06,9511,0.148609375,5580,21,0.0022079697192724,0,0.1852530684260276,0.1849308506373045,0.9982606615293296,0.02226330000002,17.673015899999996,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,104,6.98602673123145e-07,0.0219476999999983,15.552190100000018,3864.526848,991.028736,2177.98656,0.0,0.0,33.26941700000003,cantilever_s61,cantilever_gpu_medium|61|150000
cantilever_gpu_medium,61,0.18,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,11461,0.179078125,5750,38,0.0033155920076782,0,0.0028027959900903,0.0003843657444922,0.1371365400304473,0.0199472999999841,18.999637799999988,3864.526848,991.028736,keep,0,0,0.5,0.01,0,0,1,1,250,9.548926250474175e-07,0.0281403000000182,57.57617719999999,3864.526848,991.028736,2177.98656,0.0,0.0,76.62390259999998,cantilever_s61,cantilever_gpu_medium|61|180000
cantilever_gpu_medium,61,0.2,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,12673,0.198015625,5728,41,0.0032352244930166,0,0.0006609979768272,0.0001599422951474,0.2419709299491738,0.0202284000000076,19.63660250000001,3864.526848,991.028736,keep,0,0,0.5,0.01,0,0,1,1,149,8.334248958425895e-07,0.0265785999999934,32.64501360000003,3864.526848,991.028736,2177.98656,0.0,0.0,52.32842310000004,cantilever_s61,cantilever_gpu_medium|61|200000
cantilever_gpu_medium,61,0.25,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,15851,0.247671875,5233,113,0.0071288877673332,0,5.74396288036512e-06,7.823413333338861e-07,0.136202365793171,0.0289002000000095,10.416913899999996,3864.526848,991.028736,keep,0,0,0.5,0.01,0,0,1,1,53,7.8234133775763e-07,0.0239119999999957,11.583243799999993,3864.526848,991.028736,2177.98656,0.0,0.0,22.052969899999997,cantilever_s61,cantilever_gpu_medium|61|250000
cantilever_gpu_medium,61,0.3,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,19071,0.297984375,4100,541,0.0283676786744271,0,4.209375665771924e-07,4.209375665771924e-07,1.0,0.0306302000000187,8.732837099999983,3864.526848,991.028736,keep,0,0,0.5,0.01,0,0,1,1,36,4.209375668422168e-07,0.0230609000000185,9.264217099999996,3864.526848,991.028736,2177.98656,0.0,0.0,18.050745300000017,cantilever_s61,cantilever_gpu_medium|61|300000
cantilever_gpu_medium,61,0.35,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,22308,0.3485625,2842,13104,0.5874125874125874,1,4.484030304112653e-07,4.484030304112653e-07,1.0,0.027517400000022,5.7037873000000445,3864.526848,991.028736,keep,0,0,0.5,0.01,0,0,1,1,27,4.484030297279237e-07,0.0256246999999802,5.2514003,3864.526848,991.028736,2177.98656,0.0,0.0,11.008329700000049,cantilever_s61,cantilever_gpu_medium|61|350000
cantilever_gpu_medium,67,0.08,1e-12,0.001,1e-03;1e-02,0.001,0.001,1,4.5,100,300,300,1e-06,5175,0.080859375,4039,8,0.0015458937198067,0,0.091613562485055,0.0346545593745032,0.3782688767305219,17.9349877,20.9409507,3285.712896,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,127,7.450053573110273e-07,0.0316860000000005,22.435335,3575.119872,991.028736,1888.60416,0.0,0.0,61.342959400000005,cantilever_s67,cantilever_gpu_medium|67|80000
cantilever_gpu_medium,67,0.1,1e-12,0.001,1e-03;1e-02,0.001,0.001,1,4.5,100,300,300,1e-06,6516,0.1018125,4654,14,0.0021485573971761,0,0.0842805845054153,0.079989141293023,0.9490814730631522,0.0200391000000053,19.7853693,3575.119872,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,124,9.46843178212943e-07,0.0239523999999988,21.6964943,3575.119872,991.028736,1888.60416,0.0,0.0,41.5258551,cantilever_s67,cantilever_gpu_medium|67|100000
cantilever_gpu_medium,67,0.12,1e-12,0.001,1e-03;1e-02,0.001,0.001,1,4.5,100,300,300,1e-06,7744,0.121,5115,20,0.0025826446280991,0,0.0863314127974798,0.0862665422451858,0.9992485869257552,0.0237291999999911,19.592164100000005,3575.119872,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,118,8.717196094309611e-07,0.0268233000000037,20.36221640000001,3575.119872,991.028736,1888.60416,0.0,0.0,40.00493300000001,cantilever_s67,cantilever_gpu_medium|67|120000
cantilever_gpu_medium,67,0.15,1e-12,0.001,1e-03;1e-02,0.001,0.001,1,4.5,100,300,300,1e-06,9708,0.1516875,5600,24,0.0024721878862793,0,0.0468607098860096,0.046385410730758,0.9898571925946538,0.0274231000000213,19.71692059999998,3575.119872,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,100,7.114885856221248e-07,0.020916800000009,17.131154900000013,3575.119872,991.028736,1888.60416,0.0,0.0,36.89641540000002,cantilever_s67,cantilever_gpu_medium|67|150000
cantilever_gpu_medium,67,0.18,1e-12,0.001,1e-03;1e-02,0.001,0.001,1,4.5,100,300,300,1e-06,11647,0.181984375,5764,42,0.0036060788185798,0,0.0277392650377501,0.0276256938777194,0.9959057617468884,0.0227324999999893,20.29584730000002,3575.119872,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,80,8.441516639320927e-07,0.02218000000002,13.596929000000015,3575.119872,991.028736,1888.60416,0.0,0.0,33.937688800000046,cantilever_s67,cantilever_gpu_medium|67|180000
cantilever_gpu_medium,67,0.2,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,12914,0.20178125,5711,53,0.0041040730989623,0,0.0002263327097888,3.529624700993208e-05,0.1559485018443164,0.0216044999999951,19.88797440000002,3575.119872,991.028736,keep,0,0,0.5,0.01,0,0,1,1,197,8.213773081730154e-07,0.0226791999999989,39.58695980000002,3575.119872,991.028736,1888.60416,0.0,0.0,59.51921790000003,cantilever_s67,cantilever_gpu_medium|67|200000
cantilever_gpu_medium,67,0.25,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,16102,0.25159375,5096,136,0.0084461557570488,0,5.627936662314076e-05,8.765390825125026e-07,0.0155747858425984,0.0243378999999777,12.451669200000026,3575.119872,991.028736,keep,0,0,0.5,0.01,0,0,1,1,64,8.765390815646014e-07,0.0229517000000214,12.620982400000004,3575.119872,991.028736,1888.60416,0.0,0.0,25.119941200000028,cantilever_s67,cantilever_gpu_medium|67|250000
cantilever_gpu_medium,67,0.3,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,19224,0.300375,4063,700,0.0364128173116937,0,7.25546324511687e-07,7.25546324511687e-07,1.0,0.0228584999999839,7.266970600000036,3575.119872,991.028736,keep,0,0,0.5,0.01,0,0,1,1,37,7.255463246154423e-07,0.0198401000000103,7.149860999999987,3575.119872,991.028736,1888.60416,0.0,0.0,14.459530200000016,cantilever_s67,cantilever_gpu_medium|67|300000
cantilever_gpu_medium,67,0.35,1e-12,0.001,1e-03;1e-02,1e-12,1e-12,1,4.5,100,300,300,1e-06,22386,0.34978125,2768,14389,0.6427678013043867,0,5.806304108128998e-07,5.806304108128998e-07,1.0,0.0216376999999852,5.755298499999981,3575.119872,991.028736,keep,0,0,0.5,0.01,0,0,1,1,29,5.806304104602192e-07,0.0289863000000423,5.710245299999997,3575.119872,991.028736,1888.60416,0.0,0.0,11.516167800000003,cantilever_s67,cantilever_gpu_medium|67|350000
cantilever_gpu_medium,71,0.08,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,5054,0.07896875,3865,11,0.0021764938662445,0,0.0532598666622864,0.0252128626638628,0.4733932742215478,17.8158924,20.5210581,3285.712896,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,125,6.615378402462757e-07,0.0267411000000024,21.6524898,3575.119872,991.028736,1888.60416,0.0,0.0,60.0161814,cantilever_s71,cantilever_gpu_medium|71|80000
cantilever_gpu_medium,71,0.1,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,6328,0.098875,4472,11,0.0017383059418457,0,0.0660198881334676,0.0659251779513108,0.9985654295268525,0.0294848000000058,20.02042040000001,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,124,9.631412153583411e-07,0.0206183000000095,21.5775063,3864.526848,991.028736,2177.98656,0.0,0.0,41.64802980000002,cantilever_s71,cantilever_gpu_medium|71|100000
cantilever_gpu_medium,71,0.12,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,7610,0.11890625,4966,14,0.0018396846254927,0,0.0914426361965129,0.0869672020681222,0.9510574682167636,0.0222844000000037,19.8586658,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,120,7.359586363635746e-07,0.0217069999999921,20.93653719999999,3864.526848,991.028736,2177.98656,0.0,0.0,40.83919439999998,cantilever_s71,cantilever_gpu_medium|71|120000
cantilever_gpu_medium,71,0.15,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,9615,0.150234375,5488,19,0.0019760790431617,0,0.0319397881443581,0.0301936698428512,0.9453309366482016,0.0252022999999894,19.780595699999992,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,100,8.667448433851948e-07,0.0216055999999866,17.071187899999984,3864.526848,991.028736,2177.98656,0.0,0.0,36.89859149999995,cantilever_s71,cantilever_gpu_medium|71|150000
cantilever_gpu_medium,71,0.18,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,11537,0.180265625,5649,31,0.0026870070208893,0,0.0176712480800066,0.0174901495990086,0.9897518002023316,0.0217090999999811,19.800927299999984,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,80,6.47595613087285e-07,0.0228786000000127,13.452651599999996,3864.526848,991.028736,2177.98656,0.0,0.0,33.29816659999997,cantilever_s71,cantilever_gpu_medium|71|180000
cantilever_gpu_medium,71,0.2,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,12877,0.201203125,5543,42,0.0032616292614739,0,0.0044551655782274,0.0043754611677817,0.9821096637047224,0.0217552000000011,19.731594299999983,3864.526848,991.028736,plateau,1,0,0.5,0.01,0,0,1,1,67,5.467870717836492e-07,0.0224607000000105,11.229520199999996,3864.526848,991.028736,2177.98656,0.0,0.0,31.00533039999999,cantilever_s71,cantilever_gpu_medium|71|200000
cantilever_gpu_medium,71,0.25,1e-12,0.001,1e-03;1e-02,0.001,1e-03,1,4.5,100,300,300,1e-06,16046,0.25071875,5028,172,0.0107191823507416,0,0.0133020652185328,9.688090654497252e-05,0.007283147763401,0.0241891000000009,19.66700800000001,3864.526848,991.028736,high_r50,1,0,0.5,0.01,0,0,1,1,45,4.579014076565444e-07,0.0221020999999836,7.496232700000007,3864.526848,991.028736,2177.98656,0.0,0.0,27.2095319,cantilever_s71,cantilever_gpu_medium|71|250000
