run_id,preset,rho_min,policy,n_elem,volfrac,rmin,penal,iters_requested,iters_completed,wall_time_s,final_compliance,best_compliance,best_iteration,final_grayness,best_grayness,best_is_valid,fem_calls,surrogate_calls,final_volume,final_change,final_solver_iters,vram_used_gb_after,solver_stack,policy_semantics,selected_floor_counts,fallback_events,max_true_rel_residual,mean_policy_probe_r50,error
cantilever_gpu_medium_guarded_adaptive,cantilever_gpu_medium,1e-12,guarded_adaptive,64000,0.3,1.5,4.5,40,40,227.2961339,2.9620188207802873,2.9620188207802873,40,0.035388170111706314,0.035388170111706314,True,40,0,0.2999999915169515,0.15000000000000002,54,3.61669921875,SolverV4 matrix-free GMG-FGMRES trajectory,true_guarded_adaptive_in_loop_policy,1e-12:16; 1e-03:24,0,9.839574161105005e-07,0.05098079750101094,
bridge_gpu_medium_guarded_adaptive,bridge_gpu_medium,1e-12,guarded_adaptive,40500,0.3,1.5,4.5,40,40,233.8623217,2.048722182321524,2.047810834183764,39,0.08488194779130243,0.0878996509957046,True,40,0,0.3000001205747051,0.15000000000000002,209,3.61865234375,SolverV4 matrix-free GMG-FGMRES trajectory,true_guarded_adaptive_in_loop_policy,1e-12:19; 1e-03:21,0,9.996036289435532e-07,0.4943984503032183,
