run_id,preset,rho_min,n_elem,volfrac,rmin,penal,iters_requested,iters_completed,wall_time_s,final_compliance,best_compliance,best_iteration,final_grayness,best_grayness,best_is_valid,fem_calls,surrogate_calls,final_volume,final_change,final_solver_iters,vram_used_gb_after,solver_stack,policy_semantics,error
bridge_gpu_medium_rho1e-12,bridge_gpu_medium,1e-12,40500,0.3,1.5,4.5,40,40,148.7967993,2.0671397333300234,2.0671397333300234,40,0.0732557077332908,0.0732557077332908,True,40,0,0.29999987391126876,0.15000000000000002,277,2.91162109375,SolverV4 matrix-free GMG-FGMRES fixed-floor trajectory,fixed_floor_trajectory_not_guarded_policy,
bridge_gpu_medium_rho1e-03,bridge_gpu_medium,0.001,40500,0.3,1.5,4.5,40,40,54.675427499999984,2.0735356402356238,2.0709585373595756,39,0.09673151184495764,0.09673151184495764,True,40,0,0.30000000587118003,0.15000000000000002,175,3.48583984375,SolverV4 matrix-free GMG-FGMRES fixed-floor trajectory,fixed_floor_trajectory_not_guarded_policy,
bridge_gpu_medium_rho1e-02,bridge_gpu_medium,0.01,40500,0.3,1.5,4.5,40,40,74.99986709999999,1.98093014631861,1.98093014631861,40,0.057369826807369274,0.057369826807369274,True,40,0,0.30000001359787903,0.15000000000000002,251,3.48583984375,SolverV4 matrix-free GMG-FGMRES fixed-floor trajectory,fixed_floor_trajectory_not_guarded_policy,
